User/Vedio,Yaw,Pitch,Roll,Time[s)
,-146.648,-3.9136086,-4.9622,7.101063575
,-146.939,-4.0447786,-4.8702,7.136502475
,-147.225,-4.1683386,-4.7786,7.167021925
,-147.607,-4.3338786,-4.6415,7.202861675
,-147.975,-4.4949586,-4.4736,7.234180825
,-148.421,-4.6942786,-4.195,7.269692415
,-148.824,-4.8955186,-3.8659,7.300711355
,-149.276,-5.1748086,-3.4014,7.335339995
,-149.69,-5.5241786,-2.8321,7.367514765
,-150.14,-6.0161786,-2.0026,7.401867715
,-150.495,-6.6596286,-1.0192,7.433644765
,-150.775,-7.5617886,0.30908,7.468371485
,-150.932,-8.7291386,1.92934,7.503872535
,-150.897,-10.0287186,3.60172,7.535303445
,-150.611,-11.6266186,5.65609,7.569793795
,-150.027,-13.2193186,7.76574,7.601401765
,-149.164,-14.8709186,10.206698,7.633447075
,-147.902,-16.7704186,13.02717,7.668199165
,-146.386,-18.7124186,15.95978,7.703758105
,-144.939,-20.4532186,18.42694,7.734309485
,-143.181,-22.4291186,21.2421,7.769690235
,-141.593,-24.2136186,23.6765,7.800938385
,-139.701,-26.2868186,26.3768,7.836244425
,-138.01,-28.1253186,28.7569,7.867571845
,-136.123,-30.1458186,31.2501,7.903567835
,-134.707,-31.6509186,33.0965,7.933884285
,-133.247,-33.2381186,34.9114,7.969433215
,-132.097,-34.4995186,36.2713,8.000790855
,-131.021,-35.7148186,37.5335,8.036160755
,-130.241,-36.6354186,38.4505,8.067576555
,-129.506,-37.5409186,39.2893,8.102907105
,-128.953,-38.2347186,39.9181,8.134387065
,-128.468,-38.8466186,40.5014,8.169348695
,-128.16,-39.2611186,40.8877,8.200682685
,-127.933,-39.5874186,41.1517,8.235027935
,-127.775,-39.8379186,41.3266,8.271591285
,-127.672,-40.0105186,41.4352,8.302155775
,-127.585,-40.1503186,41.5158,8.333966445
,-127.503,-40.2707186,41.5816,8.369664495
,-127.449,-40.3401186,41.6205,8.400206745
,-127.402,-40.3980186,41.6467,8.436222115
,-127.363,-40.4456186,41.6655,8.466910625
,-127.314,-40.5056186,41.6911,8.502953655
,-127.258,-40.5715186,41.7226,8.537655855
,-127.193,-40.6457186,41.7628,8.568255125
,-127.106,-40.7481186,41.8225,8.600504005
,-126.982,-40.8903186,41.9087,8.636325225
,-126.871,-41.0110186,41.9836,8.666680455
,-126.734,-41.1521186,42.0562,8.702493965
,-126.627,-41.2493186,42.101,8.734116185
,-126.509,-41.3426186,42.1358,8.768639625
,-126.394,-41.4244186,42.1608,8.800045745
,-126.277,-41.4980186,42.1812,8.835059255
,-126.169,-41.5561186,42.1871,8.867170715
,-126.071,-41.5925186,42.1803,8.902245245
,-125.993,-41.6000186,42.1507,8.933573815
,-125.85,-41.5491186,42.0268,8.968685415
,-125.616,-41.3413186,41.7188,9.000072435
,-125.248,-40.8121186,41.0579,9.035149835
,-124.861,-40.0801186,40.255,9.070848175
,-124.554,-39.4368186,39.6125,9.101574025
,-124.253,-38.7728186,38.989,9.136644285
,-124.042,-38.2736186,38.5339,9.168018185
,-123.848,-37.7166186,38.0142,9.203809495
,-123.705,-37.1387186,37.4627,9.234842125
,-123.552,-36.2968186,36.6454,9.270532195
,-123.429,-35.3794186,35.746,9.301197045
,-123.299,-34.1808186,34.5652,9.336481695
,-123.199,-33.1192186,33.5583,9.367566795
,-123.108,-31.9160186,32.4675,9.402535835
,-123.054,-30.8280186,31.4747,9.433789715
,-123.035,-29.5559186,30.2856,9.469583875
,-123.042,-28.3280186,29.1292,9.504221635
,-123.069,-27.2460186,28.0967,9.535693035
,-123.115,-26.2689186,27.1772,9.567291595
,-123.17,-25.3855186,26.381,9.602626425
,-123.208,-24.8499186,25.9429,9.637846085
,-123.221,-24.6653186,25.8139,9.668403725
,-123.222,-24.6122186,25.7877,9.703524175
,-123.221,-24.5993186,25.7876,9.735460305
,-123.217,-24.5968186,25.7953,9.767376175
,-123.204,-24.6100186,25.8338,9.801513295
,-123.162,-24.6933186,25.9646,9.833850265
,-123.052,-25.0086186,26.377,9.868561575
,-122.87,-25.7089186,27.2546,9.903624415
,-122.681,-26.6835186,28.446,9.934882845
,-122.477,-28.1125186,30.1853,9.969433635
,-122.322,-29.6334186,32.0437,10.00193685
,-122.216,-31.1636186,33.8534,10.03650932
,-122.165,-32.3852186,35.2198,10.06869975
,-122.121,-33.4694186,36.3588,10.1033666
,-122.05,-34.2770186,37.1676,10.13482261
,-121.936,-35.0022186,37.8935,10.16954505
,-121.787,-35.5496186,38.4343,10.20038553
,-121.539,-36.1025186,38.9921,10.23683684
,-121.19,-36.5930186,39.4956,10.27153873
,-120.72,-37.0588186,39.9711,10.30313129
,-120.154,-37.5496186,40.4363,10.33357176
,-119.345,-38.2444186,40.9861,10.36964274
,-118.541,-38.9442186,41.4793,10.40131855
,-117.565,-39.7883186,42.0193,10.43588646
,-116.57,-40.6080186,42.5386,10.46746733
,-115.389,-41.5406186,43.1113,10.50277165
,-114.295,-42.3539186,43.5877,10.53413758
,-113.093,-43.1869186,44.0707,10.5696218
,-112.056,-43.8652186,44.422,10.60078671
,-111.02,-44.4986186,44.7448,10.63597328
,-110.278,-44.9316186,44.9484,10.66680263
,-109.638,-45.2985186,45.0846,10.70212264
,-109.273,-45.5088186,45.1389,10.73400489
,-108.991,-45.6602186,45.152,10.76899133
,-108.791,-45.7381186,45.1472,10.80059816
,-108.61,-45.7612186,45.1162,10.83511218
,-108.44,-45.7004186,45.0391,10.87030702
,-108.215,-45.4282186,44.8234,10.90180922
,-107.862,-44.6587186,44.2851,10.9372062
,-107.522,-43.6556186,43.6543,10.96891168
,-107.19,-42.5572186,43.0151,11.00017013
,-106.815,-41.2753186,42.2908,11.03552635
,-106.478,-40.0685186,41.5927,11.06909297
,-106.2,-38.9451186,40.9001,11.10199388
,-105.992,-37.8273186,40.153,11.13647627
,-105.899,-36.7948186,39.3699,11.16772073
,-105.898,-35.4998186,38.2668,11.20350801
,-106.008,-34.2717186,37.1241,11.23393308
,-106.35,-32.6205186,35.4442,11.26918695
,-106.888,-30.8439186,33.4757,11.30120403
,-107.68,-28.7426186,30.9761,11.33564849
,-108.594,-26.6611186,28.3479,11.36668995
,-109.909,-24.0296186,24.8899,11.40323078
,-111.227,-21.7263186,21.7018,11.43462348
,-112.815,-19.2579186,18.10232,11.46882959
,-114.575,-16.9035186,14.4359,11.50392038
,-116.321,-14.9690186,11.26029,11.53642157
,-118.238,-13.2921186,8.327039,11.57003296
,-120.341,-11.9697186,5.84399,11.60258919
,-122.582,-10.9705186,3.81322,11.63383052
,-125.476,-10.1029186,1.8169,11.66964861
,-128.409,-9.4777986,0.24504,11.70497661
,-130.767,-9.0115486,-0.8238,11.73657088
,-132.963,-8.5329986,-1.6708,11.7708286
,-134.622,-8.1371986,-2.1717,11.80233821
,-136,-7.7709486,-2.4937,11.83382987
,-137.355,-7.4021986,-2.6979,11.86919977
,-138.475,-7.1150486,-2.7751,11.9002036
,-139.688,-6.8241286,-2.8179,11.9359199
,-140.679,-6.6213286,-2.8221,11.96718061
,-141.617,-6.4647386,-2.8012,12.00101495
,-142.481,-6.3490286,-2.7433,12.03753153
,-143.08,-6.2983986,-2.6714,12.06875234
,-143.594,-6.2696886,-2.5814,12.10032181
,-144.079,-6.2589386,-2.4668,12.1356213
,-144.491,-6.2611986,-2.3551,12.17057068
,-144.823,-6.2700886,-2.2638,12.20222911
,-145.177,-6.2811186,-2.1722,12.23678676
,-145.489,-6.2916186,-2.0934,12.26804691
,-145.784,-6.3004786,-2.0158,12.30004575
,-146.075,-6.3040786,-1.9377,12.33446969
,-146.363,-6.3040486,-1.8547,12.36976434
,-146.627,-6.2991986,-1.779,12.40150716
,-146.92,-6.2888686,-1.702,12.43601434
,-147.217,-6.2778086,-1.626,12.4674806
,-147.614,-6.2716786,-1.5324,12.50346461
,-148.031,-6.2729086,-1.4384,12.53457507
,-148.631,-6.2787586,-1.3051,12.56966185
,-149.274,-6.2900386,-1.1652,12.60052997
,-150.136,-6.3060686,-0.9596,12.6358993
,-151.004,-6.3100886,-0.73113,12.66745424
,-152.086,-6.3100886,-0.4272,12.70292792
,-153.134,-6.3100886,-0.12081,12.73444236
,-154.349,-6.3145486,0.21867,12.76922864
,-155.43,-6.3418286,0.50857,12.80066013
,-156.582,-6.3885386,0.79358,12.83613239
,-157.519,-6.4399086,0.99351,12.86731441
,-158.477,-6.5102386,1.17984,12.90187377
,-159.342,-6.5780686,1.33293,12.93364624
,-160.332,-6.6401386,1.47168,12.96914758
,-161.195,-6.6821586,1.57267,13.00060444
,-162.114,-6.7183286,1.65867,13.03578191
,-162.875,-6.7498386,1.72482,13.067133
,-163.698,-6.7879386,1.80796,13.10244474
,-164.497,-6.8310186,1.89249,13.13745827
,-165.202,-6.8821786,1.97021,13.16899782
,-165.951,-6.9491686,2.06345,13.20302546
,-166.656,-7.0252386,2.16083,13.23555346
,-167.39,-7.1277586,2.25889,13.2703047
,-168.053,-7.2411186,2.34554,13.30195088
,-168.769,-7.3756886,2.43455,13.33721245
,-169.33,-7.4934586,2.49198,13.36762212
,-169.977,-7.6284786,2.54247,13.40349523
,-170.545,-7.7422586,2.57532,13.4348486
,-171.209,-7.8606386,2.59848,13.470115
,-171.772,-7.9538486,2.60459,13.5007978
,-172.394,-8.0465586,2.59904,13.53596985
,-172.865,-8.1173986,2.57881,13.56746576
,-173.301,-8.1814486,2.55575,13.60309624
,-173.599,-8.2271586,2.54303,13.63442624
,-173.838,-8.2672986,2.54101,13.66876207
,-173.974,-8.2907886,2.54549,13.70005328
,-174.052,-8.3056986,2.55458,13.73573737
,-174.072,-8.3095486,2.55888,13.76740749
,-174.079,-8.3102086,2.56259,13.80188331
,-174.078,-8.3080886,2.56567,13.83725149
,-174.071,-8.3018886,2.56755,13.86864764
,-174.042,-8.2789186,2.56867,13.90034713
,-173.935,-8.1985786,2.56895,13.93498375
,-173.693,-8.0337186,2.56895,13.96728251
,-173.249,-7.7562286,2.56417,14.00182959
,-172.585,-7.3904986,2.54487,14.03718182
,-171.806,-7.0331386,2.51181,14.06918068
,-170.735,-6.6661586,2.45041,14.10373719
,-169.469,-6.3890286,2.35051,14.13526818
,-168.065,-6.1263186,2.19323,14.16687672
,-166.484,-5.8211686,2.00456,14.20125731
,-165.012,-5.5101286,1.84468,14.23404219
,-163.584,-5.1773286,1.69275,14.2682808
,-162.117,-4.8254686,1.56346,14.30359453
,-160.842,-4.4899286,1.46414,14.33537926
,-159.399,-4.1146686,1.36172,14.37044867
,-158.111,-3.7979186,1.27076,14.40213505
,-156.841,-3.4537786,1.18038,14.43686377
,-155.813,-3.1700286,1.10917,14.46829297
,-154.868,-2.9224286,1.05134,14.50007627
,-153.93,-2.6965586,0.99203,14.5349655
,-152.976,-2.5086586,0.9231,14.57033141
,-152.185,-2.3690786,0.85438,14.60041408
,-151.263,-2.2071986,0.76442,14.63654608
,-150.501,-2.0691586,0.68822,14.66680894
,-149.595,-1.9055286,0.61071,14.70224841
,-148.742,-1.7464786,0.55665,14.73474705
,-147.765,-1.5594486,0.5068,14.76921118
,-146.73,-1.3667386,0.48313,14.80070738
,-145.262,-1.0874686,0.50694,14.83593729
,-143.401,-0.7285716,0.6057,14.86761796
,-140.698,-0.2982236,0.90351,14.90314409
,-137.802,0.0555662,1.34783,14.93380523
,-133.918,0.4378934,2.10478,14.96961733
,-130.412,0.7307444,2.8633,15.00104996
,-126.761,1.0604474,3.54357,15.03641844
,-123.944,1.3180514,3.94974,15.06730254
,-121.08,1.5731114,4.27522,15.10274571
,-119.016,1.7975314,4.4546,15.13350663
,-116.887,2.0711014,4.5854,15.16980682
,-115.211,2.3153814,4.6559,15.20093895
,-113.459,2.6025414,4.72332,15.23616544
,-111.715,2.9043414,4.78919,15.27055003
,-109.989,3.2361714,4.8506,15.30181245
,-107.913,3.6842914,4.92957,15.33698249
,-106.02,4.1020414,5.01112,15.36809779
,-103.929,4.5669414,5.1019,15.4033779
,-102.138,4.9443514,5.17938,15.43474809
,-100.227,5.3196714,5.27505,15.47007323
,-98.6126,5.6140014,5.36113,15.50163815
,-96.8455,5.8888514,5.46487,15.53675317
,-95.2289,6.1010614,5.56701,15.56826192
,-93.4235,6.3003414,5.69786,15.60374074
,-91.8413,6.4451314,5.81912,15.63537094
,-90.1875,6.5675014,5.94386,15.6693276
,-88.7749,6.6435014,6.05571,15.70071404
,-87.3318,6.6899714,6.17474,15.73714938
,-86.2075,6.6915914,6.27456,15.76824418
,-85.0615,6.6563414,6.38403,15.80274538
,-84.0014,6.5904314,6.49245,15.8350989
,-82.9705,6.5099014,6.60225,15.86685827
,-81.8465,6.4298714,6.7207,15.90199553
,-80.897,6.3610314,6.82237,15.93347492
,-79.9523,6.2550914,6.92931,15.96795417
,-79.0799,6.1135214,7.02047,16.00320121
,-78.3879,5.9698414,7.09021,16.03386691
,-77.6257,5.7797014,7.17415,16.07025119
,-76.9839,5.6105214,7.24418,16.10108882
,-76.2236,5.4098414,7.32766,16.13680028
,-75.5791,5.2350614,7.4048,16.16758659
,-74.8478,5.0315814,7.48764,16.20291601
,-74.1963,4.8488114,7.55156,16.23415276
,-73.4139,4.6320314,7.62116,16.2696561
,-72.6491,4.4236314,7.68777,16.30184254
,-71.7482,4.1827214,7.77408,16.33582911
,-70.814,3.9349814,7.87422,16.36809396
,-69.7282,3.6511014,7.99885,16.40237648
,-68.6313,3.3763214,8.11966,16.43476876
,-67.3865,3.0945614,8.230727,16.46950715
,-66.2108,2.8652914,8.308584,16.50068318
,-64.8687,2.6366014,8.378299,16.53641518
,-63.733,2.4677714,8.419432,16.56788059
,-62.504,2.3074314,8.432563,16.60290979
,-61.4688,2.1828414,8.431762,16.63397094
,-60.3717,2.0723114,8.407674,16.66881283
,-59.4601,1.9993814,8.361061,16.70039342
,-58.48,1.9349314,8.289672,16.73553154
,-57.6054,1.8896614,8.209423,16.7671626
,-56.6569,1.8471014,8.11017,16.80250457
,-55.8262,1.8183414,8.00826,16.83370541
,-54.8984,1.7861214,7.88405,16.86902741
,-54.094,1.7571814,7.76997,16.90067959
,-53.2056,1.7335014,7.63286,16.9348703
,-52.2894,1.7101714,7.48809,16.97042524
,-51.5187,1.6884414,7.36705,17.00198359
,-50.7729,1.6706014,7.24914,17.03385528
,-49.9862,1.6549614,7.12982,17.06824386
,-49.3127,1.6419814,7.03211,17.10000377
,-48.6397,1.6288814,6.93377,17.134418
,-48.0523,1.6197514,6.85107,17.16699902
,-47.4658,1.6137714,6.77299,17.20229537
,-46.9667,1.6130114,6.70445,17.23346284
,-46.4419,1.6144714,6.63254,17.26799625
,-45.9445,1.6230114,6.57079,17.30338212
,-45.5465,1.6380714,6.5239,17.33403014
,-45.1546,1.6603114,6.48122,17.36673348
,-44.7718,1.6896414,6.44397,17.40208684
,-44.4243,1.7236714,6.41269,17.43623223
,-44.1242,1.7584514,6.39049,17.46726686
,-43.7828,1.8027814,6.37248,17.50363806
,-43.5036,1.8385914,6.36443,17.53407824
,-43.188,1.8779214,6.36163,17.56968792
,-42.9194,1.9112114,6.36163,17.60176772
,-42.6512,1.9442914,6.36164,17.63592281
,-42.4194,1.9739214,6.36211,17.66765024
,-42.1716,2.0037414,6.36397,17.70256712
,-41.9385,2.0294714,6.36487,17.73375058
,-41.6618,2.0608314,6.36487,17.76933603
,-41.367,2.0950914,6.36487,17.80471078
,-41.0976,2.1282614,6.36487,17.83528667
,-40.7999,2.1681614,6.36328,17.86745229
,-40.4515,2.2175414,6.35876,17.90238029
,-40.1191,2.2627914,6.35397,17.93377414
,-39.7236,2.3104914,6.34482,17.96907648
,-39.3416,2.3466714,6.33204,18.00059892
,-38.8667,2.3805014,6.31264,18.03621687
,-38.4208,2.4035414,6.2921,18.06673545
,-37.8533,2.4211214,6.26686,18.10183195
,-37.2812,2.4294914,6.24909,18.13383192
,-36.6126,2.4303814,6.24132,18.16844858
,-35.9681,2.4210614,6.24055,18.20010929
,-35.261,2.3859414,6.24115,18.23527763
,-34.598,2.3283014,6.24419,18.27012095
,-33.9898,2.2622914,6.24374,18.30146918
,-33.3586,2.1944614,6.23739,18.33352818
,-32.6794,2.1368414,6.22833,18.36794869
,-32.0055,2.0999214,6.21814,18.40397462
,-31.5114,2.0871614,6.20645,18.43426627
,-31.0336,2.0860514,6.19103,18.46949275
,-30.6842,2.0936114,6.17955,18.50078739
,-30.3392,2.1181914,6.17369,18.53625566
,-30.0353,2.1554814,6.17322,18.56807091
,-29.6917,2.2143014,6.17322,18.60242557
,-29.3631,2.2868214,6.17322,18.63387759
,-29.0142,2.3780814,6.17322,18.66990838
,-28.7585,2.4533814,6.17227,18.70038078
,-28.5216,2.5276114,6.16127,18.73537092
,-28.3546,2.5869114,6.14408,18.76784075
,-28.2247,2.6407114,6.12464,18.80188978
,-28.135,2.6817714,6.10801,18.83396217
,-28.05,2.7209514,6.08863,18.86936685
,-27.961,2.7531114,6.06622,18.90364936
,-27.848,2.7767314,6.04145,18.9347239
,-27.6526,2.7941514,6.01417,18.97085273
,-27.4143,2.8000614,5.9943,19.00151758
,-27.0523,2.7992614,5.97138,19.03692712
,-26.6895,2.7875814,5.95381,19.06783003
,-26.2068,2.7475714,5.94046,19.10345624
,-25.727,2.6815014,5.93696,19.1348042
,-25.1342,2.5729514,5.94101,19.17027248
,-24.5763,2.4581714,5.95912,19.20202928
,-23.9368,2.3346114,5.99286,19.23630837
,-23.3406,2.2360814,6.03499,19.26728541
,-22.5824,2.1414414,6.10942,19.30360955
,-21.7814,2.0704814,6.21362,19.33490704
,-20.5784,1.9901714,6.40803,19.36973326
,-19.1534,1.9173814,6.66919,19.40136717
,-17.2546,1.8419314,7.04273,19.43600065
,-15.2919,1.7730414,7.45033,19.46761318
,-12.892,1.7156214,7.92566,19.50289071
,-10.6912,1.7251814,8.295145,19.53334942
,-8.20637,1.8443014,8.621784,19.56777819
,-5.91734,2.0068414,8.900287,19.60007468
,-3.59955,2.2016314,9.1564428,19.63457188
,-1.4946,2.4074614,9.377069,19.66746453
,0.63953,2.6244314,9.599803,19.70136531
,2.94869,2.7912914,9.858017,19.73706564
,5.09061,2.8390014,10.113617,19.76854103
,7.2802,2.7952714,10.37542,19.80015442
,9.71768,2.6291714,10.63255,19.83530052
,11.962,2.3755414,10.81933,19.86687284
,14.4331,2.0120314,11.03244,19.90232
,16.762,1.6507314,11.23711,19.93653637
,18.8177,1.3222514,11.39664,19.96850299
,20.9194,1.0042164,11.53324,20.00377624
,22.538,0.7320554,11.61788,20.03437751
,24.2779,0.4216304,11.67779,20.07046931
,25.6399,0.1834914,11.69801,20.10157834
,26.9622,-0.0409366,11.70926,20.13672928
,28.101,-0.1670556,11.74218,20.16826398
,29.458,-0.1747986,11.87698,20.20353866
,30.6709,-0.0108033,12.12281,20.23489317
,32.1057,0.4295514,12.57739,20.2699794
,33.4133,1.0654244,13.14764,20.30044752
,34.9848,2.0813914,14.03325,20.33675171
,36.2807,3.0845514,14.91441,20.36722955
,37.7375,4.3144314,16.04057,20.40299802
,38.9388,5.3567414,17.02981,20.43419002
,40.1843,6.4413914,18.04101,20.46943506
,41.1701,7.2824514,18.79786,20.5000349
,42.229,8.1635614,19.526,20.53642035
,43.1166,8.8784614,20.0802,20.57086082
,43.8829,9.4547614,20.5054,20.60285595
,44.5897,9.9404514,20.8246,20.6340622
,45.2924,10.3618814,21.0443,20.66823695
,45.8842,10.6715814,21.1341,20.70056081
,46.4098,10.8934814,21.141,20.73422551
,46.883,11.0183814,21.0955,20.76955065
,47.3187,11.0576814,21.0205,20.80219012
,47.7661,11.0247814,20.9186,20.83349359
,48.2878,10.8843814,20.7641,20.86793149
,48.8957,10.5974814,20.5396,20.90319647
,49.4773,10.2101814,20.2806,20.93540029
,50.0617,9.6915914,19.9486,20.97053699
,50.5095,9.1607114,19.6085,21.00213298
,50.8924,8.5413914,19.2162,21.03696973
,51.1436,7.9056214,18.82562,21.06846707
,51.3024,7.1504314,18.37732,21.10293034
,51.3389,6.4319914,17.95389,21.13537995
,51.2552,5.6874214,17.51358,21.17047786
,51.0583,5.0611814,17.11676,21.2017514
,50.6757,4.3473314,16.63023,21.23678546
,50.2335,3.7600714,16.1842,21.26754525
,49.6115,3.1024814,15.63942,21.30336106
,48.9899,2.5790114,15.1616,21.33475605
,48.2265,2.0839314,14.63135,21.37013251
,47.5014,1.7016514,14.17118,21.40089915
,46.5351,1.2813114,13.6354,21.43613447
,45.5429,0.9398624,13.14989,21.46819547
,44.3079,0.5992654,12.59171,21.50239218
,42.9683,0.2810764,12.02855,21.53381625
,41.1966,-0.0485206,11.31964,21.56976292
,39.5609,-0.2543436,10.70899,21.60032883
,37.5969,-0.4402086,10.026668,21.63489361
,35.6603,-0.5614976,9.432868,21.66778368
,33.5684,-0.6390156,8.878791,21.70191681
,31.5714,-0.6712876,8.422969,21.73362799
,29.4025,-0.6415046,7.94811,21.76884935
,27.3953,-0.5675736,7.53711,21.80436752
,25.8257,-0.5032826,7.24469,21.83548596
,24.483,-0.4590366,7.01254,21.86709222
,23.2725,-0.4362756,6.80187,21.90266712
,22.3435,-0.4337756,6.64103,21.93729547
,21.6292,-0.4279236,6.51047,21.96889203
,20.8744,-0.4142456,6.3674,22.00362044
,20.215,-0.3961756,6.2333,22.03422257
,19.4664,-0.3766036,6.07295,22.06689139
,18.4998,-0.3547446,5.85726,22.10250221
,17.4969,-0.3411206,5.61194,22.13334811
,16.1755,-0.3408886,5.26591,22.16766599
,14.741,-0.3602526,4.91049,22.20006114
,13.1035,-0.4088076,4.54714,22.23508094
,11.4498,-0.4607896,4.22711,22.27034166
,10.0399,-0.4967246,4.00266,22.30077843
,8.28551,-0.5263226,3.79485,22.33736003
,6.72265,-0.5318436,3.63632,22.36885824
,4.92325,-0.5318436,3.4631,22.40327134
,3.16686,-0.5382826,3.29782,22.43483682
,1.1312,-0.5552866,3.09822,22.4703008
,-0.601724,-0.4728276,2.93955,22.50188283
,-2.11703,-0.1516416,2.78279,22.53335509
,-3.56838,0.3549924,2.605,22.5677944
,-4.84455,0.8904644,2.41581,22.6034916
,-5.77454,1.2141914,2.25148,22.63483642
,-6.71818,1.3238414,2.07911,22.66943311
,-7.53738,1.3201614,1.94903,22.70099574
,-8.36997,1.3603914,1.82322,22.73627384
,-9.05437,1.4923314,1.71172,22.76811075
,-9.80101,1.6831414,1.57095,22.803317
,-10.463,1.8317814,1.4333,22.83376063
,-11.2827,1.9489114,1.26176,22.86890986
,-12.1371,1.9795814,1.08709,22.90035248
,-13.329,1.9057314,0.86585,22.93556101
,-14.8183,1.7691714,0.61111,22.96725879
,-17.3805,1.6107614,0.18612,23.00273589
,-20.422,1.4878214,-0.29183,23.03424692
,-23.9252,1.4065114,-0.8369,23.06961369
,-26.7595,1.3571514,-1.2204,23.10076465
,-29.5578,1.3323514,-1.5262,23.13607011
,-31.6215,1.3323714,-1.7117,23.16676859
,-33.6877,1.3452914,-1.8584,23.20201334
,-35.2031,1.3991314,-1.9701,23.2333804
,-36.7176,1.5087314,-2.0986,23.26889713
,-38.0546,1.6257814,-2.2232,23.30023567
,-39.5911,1.7711114,-2.3808,23.33481187
,-41.2714,1.8986514,-2.5563,23.36692503
,-43.4773,1.9659614,-2.7955,23.40123122
,-46.272,1.9397114,-3.1096,23.43684033
,-48.9122,1.8606514,-3.4049,23.46840011
,-51.5531,1.7269714,-3.6561,23.50014779
,-54.3689,1.5379614,-3.8554,23.53556359
,-56.635,1.3940314,-3.9574,23.56707919
,-58.832,1.2801114,-3.9914,23.60179791
,-60.7284,1.1784514,-3.9917,23.63727388
,-62.0723,1.0845214,-3.9853,23.66804194
,-63.2623,0.9932224,-3.9787,23.70007071
,-64.3902,0.9013604,-3.9792,23.73543749
,-65.2253,0.8162674,-3.987,23.76708879
,-66.0076,0.7254554,-3.9983,23.80085044
,-66.831,0.6320264,-4.0244,23.83708164
,-67.5763,0.5461064,-4.076,23.86839539
,-68.5756,0.4285474,-4.174,23.9036062
,-69.6394,0.3051304,-4.2917,23.93523841
,-70.9561,0.1553428,-4.4558,23.96984765
,-72.1526,-0.000402,-4.6033,24.00157536
,-73.3092,-0.1663196,-4.7331,24.0369889
,-74.0583,-0.2829576,-4.8075,24.06796565
,-74.6117,-0.3949546,-4.8495,24.10337547
,-74.9163,-0.4821366,-4.8618,24.1343927
,-75.1576,-0.5714686,-4.8649,24.16950944
,-75.334,-0.6451316,-4.8648,24.20099509
,-75.5201,-0.7229236,-4.8643,24.23653321
,-75.6809,-0.7873726,-4.8643,24.26786349
,-75.8591,-0.8545276,-4.8643,24.30237582
,-76.0154,-0.9080556,-4.8659,24.33443854
,-76.1639,-0.9491486,-4.875,24.36894001
,-76.2985,-0.9733686,-4.8873,24.40005276
,-76.4837,-0.9893486,-4.9091,24.43594013
,-76.6674,-0.9975886,-4.9367,24.46711105
,-76.8784,-1.0078386,-4.9775,24.50184262
,-77.053,-1.0200986,-5.0198,24.53347284
,-77.2076,-1.0332386,-5.0616,24.56868708
,-77.3061,-1.0416986,-5.0921,24.60010403
,-77.3867,-1.0485986,-5.1222,24.63559909
,-77.4373,-1.0542586,-5.1468,24.6667871
,-77.482,-1.0580586,-5.1757,24.70229983
,-77.5139,-1.0575086,-5.2052,24.73385334
,-77.5382,-1.0499186,-5.2431,24.76827528
,-77.5493,-1.0279986,-5.3024,24.80026102
,-77.5359,-0.9672686,-5.4253,24.83455979
,-77.4539,-0.8464326,-5.6274,24.87007481
,-77.3089,-0.6889126,-5.8616,24.90132556
,-77.0613,-0.4462876,-6.1825,24.93696944
,-76.8041,-0.1976146,-6.4666,24.96855659
,-76.5166,0.0786931,-6.7369,25.00302299
,-76.2604,0.3171204,-6.9337,25.03444421
,-75.9909,0.5498324,-7.0867,25.06988824
,-75.7589,0.7393244,-7.1721,25.10139842
,-75.5256,0.9221714,-7.2228,25.13345601
,-75.2918,1.0946014,-7.2368,25.16716804
,-75.0706,1.2495114,-7.2145,25.20371342
,-74.9033,1.3632914,-7.1743,25.23522161
,-74.7395,1.4659514,-7.1144,25.26917057
,-74.5969,1.5441514,-7.0437,25.30177413
,-74.4573,1.6119714,-6.9593,25.33707903
,-74.3576,1.6535614,-6.8906,25.36717452
,-74.2745,1.6803014,-6.8252,25.40228442
,-74.2176,1.6913014,-6.7703,25.43780257
,-74.1779,1.6928614,-6.7252,25.46887225
,-74.1462,1.6900514,-6.6841,25.50040608
,-74.1186,1.6803614,-6.6425,25.53610071
,-74.0961,1.6657714,-6.6043,25.56750512
,-74.0709,1.6418914,-6.5557,25.60299734
,-74.0472,1.6105914,-6.5033,25.63448442
,-74.0142,1.5573714,-6.4258,25.66992617
,-73.9772,1.4920414,-6.3437,25.70125674
,-73.9204,1.3909514,-6.2395,25.73560142
,-73.8428,1.2692514,-6.131,25.76758202
,-73.7198,1.1106614,-6.0065,25.80243474
,-73.5308,0.9098284,-5.8743,25.83392155
,-73.1924,0.5910314,-5.693,25.86902517
,-72.6993,0.1489503,-5.4982,25.90450542
,-72.164,-0.3345366,-5.3267,25.93570511
,-71.613,-0.8295006,-5.1617,25.96674429
,-70.9853,-1.3611886,-5.0008,26.00184363
,-70.4372,-1.7925386,-4.8633,26.03349436
,-69.9244,-2.1713186,-4.7049,26.06811216
,-69.4787,-2.4785286,-4.5541,26.10363259
,-69.1454,-2.7046786,-4.4348,26.13503386
,-68.8294,-2.9171986,-4.3142,26.17017142
,-68.5737,-3.0897986,-4.2043,26.20132607
,-68.3124,-3.2531986,-4.074,26.23656368
,-68.068,-3.3801386,-3.9439,26.26788113
,-67.7459,-3.5216286,-3.7575,26.30265175
,-67.4326,-3.6501586,-3.5516,26.3333876
,-67.0539,-3.8014686,-3.2888,26.36988792
,-66.7704,-3.9126186,-3.084,26.40026482
